CAD_1279	 CAD_1247	 CAD_763	 CAD_1284	 CAD_730	 CAD_1419	 CAD_560	 CAD_1392	 CAD_1701	 CAD_1468	 CAD_1090	 CAD_1281	 CAD_1733	 CAD_240	 CAD_968	 CAD_945	 CAD_928	 CAD_1476	 CAD_270	 CAD_447	 CAD_1714	 CAD_437	 CAD_1288	 CAD_1474	 CAD_389	 CAD_989	 CAD_1785	 CAD_1390	 CAD_1976	 CAD_563	 CAD_2306	 CAD_221	 CAD_1213	 CAD_594	 CAD_1541	 CAD_1427	 CAD_2207	 CAD_1235	 CAD_1694	 CAD_1251	 CAD_2218	 CAD_121	 CAD_1211	 CAD_1473	 CAD_499	 CAD_982	 CAD_2196	 CAD_70	 CAD_10	 CAD_1984	 CAD_565	 CAD_916	 CAD_2149	 CAD_272	 CAD_2097	 CAD_2163	 CAD_1980	 CAD_853	 CAD_413	 CAD_2157	 CAD_18	 CAD_894	 CAD_691	 CAD_1897	 CAD_1543	 CAD_782	 CAD_742	 CAD_1647	 CAD_2101	 CAD_153	 CAD_2310	 CAD_1231	 CAD_1961	 CAD_933	 CAD_745	 CAD_2307	 CAD_886	 CAD_1574	 CAD_493	 CAD_2063	 CAD_1515	 CAD_1539	 CAD_1016	 CAD_1758	 CAD_187	 CAD_290	 CAD_2125	 CAD_1782	 CAD_1831	 CAD_2022	 CAD_257	 CAD_117	 CAD_1089	 CAD_144	 CAD_52	 CAD_1905	 CAD_34	 CAD_498	 CAD_1469	 CAD_304	 CAD_1628	 CAD_1129	 CAD_852	 CAD_402	 CAD_762	 CAD_2234	 CAD_1859	 CAD_1418	 CAD_366	 CAD_462	 CAD_472	 CAD_2219	 CAD_1598	 CAD_768	 CAD_1417	 CAD_262	 CAD_307	 CAD_13	 CAD_519	 CAD_513	 CAD_1595	 CAD_57	 CAD_633	 CAD_1958	 CAD_674	 CAD_2337	 CAD_1665	 CAD_233	 CAD_1581	 CAD_359	 CAD_1680	 CAD_450	 CAD_1214	 CAD_2136	 CAD_487	 CAD_296	 CAD_1139	 CAD_1205	 CAD_1094	 CAD_1662	 CAD_1442	 CAD_1593	 CAD_496	 CAD_1928	 CAD_1747	 CAD_1807	 CAD_520	 CAD_1331	 CAD_1405	 CAD_1103	 CAD_2274	 CAD_1512	 CAD_578	 CAD_1099	 CAD_1484	 CAD_1888	 CAD_675	 CAD_357	 CAD_1045	 CAD_1168	 CAD_1731	 CAD_207	 CAD_1953	 CAD_1408	 CAD_2284	 CAD_2079	 CAD_1157	 CAD_1140	 CAD_2075	 CAD_1122	 CAD_1507	 CAD_929	 CAD_43	 CAD_1340	 CAD_549	 CAD_235	 CAD_82	 CAD_952	 CAD_1929	 CAD_649	 CAD_688	 CAD_2160	 CAD_1164	 CAD_1752	 CAD_1262	 CAD_1950	 CAD_322	 CAD_143	 CAD_1406	 CAD_1633	 CAD_53	 CAD_1766	 CAD_943	 CAD_830	 CAD_1031	 CAD_2001	 CAD_488	 CAD_1882	 CAD_2158	 CAD_434	 CAD_22	 CAD_1901	 CAD_132	 CAD_1503	 CAD_295	 CAD_747	 CAD_586	 CAD_1098	 CAD_379	 CAD_669	 CAD_796	 CAD_514	 CAD_1743	 CAD_1040	 CAD_192	 CAD_531	 CAD_191
4.1711	 1515200	 1458000	 1849600	 1772400	 1303800	 710710	 1547300	 1547200	 1828300	 1451500	 1756700	 1643500	 1681000	 1615500	 1184300	 1517700	 1597200	 1342300	 1982500	 926460	 894280	 630890	 1539700	 2042500	 2448800	 2656700	 1296500	 3121400	 1934800	 2081500	 1264000	 1386100	 1892000	 1781600	 1824800	 1721200	 1165000	 1799900	 1529100	 1889400	 2544000	 1908500	 1606300	 1800700	 1577700	 1822200	 1950900	 1702300	 2434800	 1947100	 2554500	 2364600	 1712500	 3072300	 2241000	 1941100	 1523500	 1478100	 1414500	 922220	 2439500	 1555500	 2000300	 2252400	 1674900	 2687800	 1548800	 1565200	 2324600	 2659200	 1791500	 1954300	 1657800	 2376600	 2107100	 1065100	 2334300	 1533300	 1695300	 1637400	 1643700	 1890900	 1778600	 1279400	 1380000	 1083800	 1950300	 2272100	 1679700	 1912300	 1975100	 1657600	 2387000	 1800000	 1309100	 1892200	 1622500	 2083200	 1169500	 1686200	 2211200	 2427100	 1767100	 1372200	 2357300	 1883600	 1776000	 2887900	 1841000	 2175800	 1810900	 1212800	 1457900	 1865000	 2123000	 1479300	 1479300	 1337800	 1428300	 1913700	 2109400	 1146300	 1229600	 1666700	 2252500	 1914900	 1277900	 2375800	 1535400	 1532300	 1502700	 1297500	 1624000	 1444900	 1542800	 1445300	 1983000	 1624300	 1642600	 1540800	 1492400	 1886700	 2304000	 937810	 2113000	 2757700	 2480400	 1632000	 1761300	 2122700	 1907800	 2367800	 1844700	 1600200	 2012300	 2224600	 2360600	 2413000	 1330000	 2053900	 1561500	 1976900	 1542800	 1776000	 1020400	 1453800	 2395100	 2556000	 1243800	 2579200	 1501300	 1292100	 2248200	 1806800	 1758500	 1800400	 2636000	 1940600	 1075500	 2039000	 1943200	 1518400	 2612900	 2865900	 2476000	 1244500	 2335700	 2147000	 1723900	 2042900	 2457200	 1835700	 2974700	 2076400	 3352900	 2230800	 2110000	 2670800	 1577500	 2185000	 2232600	 1970900	 2336900	 2265800	 3022000	 2455900	 1176000	 1850900	 2276100	 1918000	 1481600	 2025800	 2606400	 2997100	 1630700	 1727200	 1139500
4.1717	 1513000	 1444500	 1854400	 1770400	 1293800	 714720	 1546100	 1539300	 1819100	 1451900	 1750700	 1637700	 1663600	 1602100	 1172000	 1512000	 1589200	 1340100	 1963100	 922670	 891570	 626340	 1542700	 2035600	 2436300	 2653000	 1297600	 3107400	 1937600	 2066800	 1260000	 1373700	 1887400	 1782800	 1826100	 1718600	 1152400	 1801300	 1522000	 1883100	 2536700	 1914800	 1594200	 1801600	 1577600	 1809900	 1946200	 1695300	 2429400	 1939100	 2548700	 2363800	 1716000	 3072800	 2245500	 1942200	 1521800	 1472600	 1406100	 924510	 2438200	 1558900	 1993000	 2249200	 1678400	 2686100	 1542700	 1564600	 2326000	 2660200	 1783300	 1947600	 1656900	 2387700	 2098400	 1059000	 2334800	 1531600	 1696800	 1638100	 1635200	 1883700	 1778100	 1279200	 1368700	 1081700	 1943400	 2272400	 1670700	 1915400	 1978300	 1654800	 2382800	 1805100	 1305100	 1889100	 1613900	 2078800	 1164000	 1686900	 2204000	 2419400	 1764700	 1359400	 2344700	 1874900	 1764500	 2876000	 1829800	 2179100	 1801800	 1208000	 1464700	 1856500	 2119800	 1475000	 1464200	 1337200	 1431500	 1907000	 2098700	 1146100	 1228700	 1663400	 2240900	 1916400	 1277300	 2375900	 1523600	 1531700	 1491800	 1294500	 1621800	 1442400	 1538500	 1442300	 1982100	 1621100	 1636100	 1542900	 1488400	 1877900	 2299600	 934490	 2116000	 2755500	 2477900	 1627700	 1751500	 2112700	 1908400	 2359300	 1848300	 1592200	 2011500	 2220500	 2358100	 2408800	 1319700	 2049700	 1552600	 1977900	 1537100	 1774500	 1033000	 1458800	 2397800	 2549400	 1241200	 2576600	 1500000	 1290800	 2243500	 1798700	 1743700	 1806000	 2633400	 1939500	 1067300	 2022500	 1938600	 1514400	 2611700	 2847300	 2457800	 1243400	 2320600	 2144800	 1719700	 2040200	 2450800	 1829000	 2982200	 2069100	 3346600	 2216800	 2106400	 2659800	 1582300	 2186600	 2227800	 1974000	 2336100	 2254500	 3012600	 2438300	 1170900	 1852100	 2277200	 1922200	 1475100	 2013800	 2597900	 2989600	 1627500	 1724200	 1137100
4.1722	 1506700	 1433000	 1861200	 1766800	 1290200	 715610	 1539700	 1539500	 1807400	 1452200	 1741300	 1642400	 1655700	 1595400	 1173600	 1510700	 1589000	 1336800	 1951000	 919030	 889820	 620680	 1551700	 2035200	 2429600	 2655900	 1300200	 3091700	 1934400	 2056900	 1253900	 1365700	 1881000	 1779700	 1833800	 1707100	 1146800	 1795100	 1512900	 1875700	 2527000	 1915500	 1579500	 1800600	 1578600	 1802400	 1943900	 1688900	 2420800	 1933400	 2540500	 2370000	 1716200	 3079100	 2248600	 1939700	 1527400	 1459000	 1403600	 918000	 2441200	 1567800	 1982200	 2249800	 1682100	 2678000	 1540800	 1557300	 2326000	 2649600	 1777800	 1946000	 1661700	 2388500	 2093900	 1052300	 2332500	 1524600	 1694800	 1637500	 1625000	 1879200	 1771000	 1281300	 1364800	 1080000	 1942600	 2267700	 1666500	 1910500	 1976100	 1653700	 2384800	 1811700	 1301700	 1880300	 1596000	 2074000	 1159200	 1688200	 2202300	 2411400	 1761800	 1353900	 2336900	 1869600	 1763600	 2866500	 1815600	 2180900	 1802400	 1207800	 1470900	 1851800	 2112200	 1472500	 1444900	 1336900	 1440300	 1894300	 2097200	 1140100	 1226500	 1660000	 2234100	 1905900	 1277000	 2379500	 1521300	 1532000	 1478000	 1301100	 1615000	 1435800	 1538900	 1436400	 1976700	 1625600	 1632000	 1542300	 1486900	 1872600	 2298400	 930530	 2118600	 2752200	 2476100	 1613900	 1751300	 2110300	 1913500	 2367900	 1848000	 1583000	 2010300	 2215800	 2355500	 2405600	 1312700	 2051000	 1547900	 1972300	 1531300	 1769500	 1046800	 1466400	 2390000	 2542100	 1233200	 2576300	 1497400	 1287900	 2233400	 1788500	 1743000	 1806100	 2628800	 1942000	 1062800	 2013800	 1935100	 1511800	 2614000	 2832700	 2433900	 1234300	 2308000	 2145700	 1710000	 2037700	 2440900	 1831200	 2978300	 2061100	 3340500	 2219500	 2108900	 2656400	 1588100	 2178100	 2227900	 1971400	 2331400	 2244700	 3003500	 2420200	 1169200	 1845200	 2274000	 1918000	 1471900	 2009100	 2594500	 2985700	 1630000	 1727700	 1134500
4.1728	 1502000	 1435700	 1864000	 1762600	 1289800	 714120	 1527400	 1538700	 1802000	 1455100	 1734200	 1648100	 1662100	 1591600	 1174300	 1505300	 1590000	 1335500	 1938700	 912190	 891020	 613560	 1555400	 2036600	 2428700	 2663200	 1301100	 3089700	 1921900	 2046600	 1244200	 1363900	 1877800	 1769200	 1842000	 1693000	 1141700	 1792600	 1508800	 1866000	 2519700	 1916500	 1573900	 1806400	 1584300	 1793900	 1936800	 1686000	 2413300	 1928000	 2530000	 2380100	 1712400	 3083300	 2250700	 1931100	 1534700	 1451200	 1413400	 908020	 2442800	 1576400	 1978400	 2243600	 1676000	 2676200	 1542300	 1546300	 2320500	 2633800	 1772200	 1947600	 1662600	 2372600	 2094400	 1052900	 2323600	 1517000	 1693800	 1634300	 1617600	 1877600	 1764000	 1282900	 1366500	 1073400	 1939800	 2258600	 1665700	 1910800	 1971900	 1649600	 2386700	 1823100	 1301800	 1870700	 1581000	 2070800	 1156600	 1681400	 2197700	 2397400	 1755000	 1354500	 2334000	 1869600	 1761500	 2859000	 1808500	 2173400	 1803000	 1212200	 1471100	 1854800	 2098600	 1477000	 1435900	 1336000	 1448200	 1884200	 2102000	 1129100	 1221100	 1655600	 2226300	 1889300	 1264000	 2382500	 1523800	 1526100	 1477900	 1309000	 1612800	 1412200	 1540100	 1428200	 1968200	 1625800	 1629100	 1538200	 1484500	 1869300	 2302800	 922500	 2116400	 2741200	 2470800	 1606600	 1750800	 2107100	 1917400	 2378800	 1844000	 1580900	 1998400	 2215300	 2347700	 2394400	 1309400	 2047300	 1551000	 1968000	 1529800	 1765400	 1048500	 1467400	 2380200	 2537300	 1219200	 2581000	 1495500	 1282800	 2221600	 1782700	 1744700	 1796300	 2615300	 1933100	 1056400	 2012400	 1928700	 1512700	 2617900	 2822100	 2413000	 1227300	 2301600	 2143900	 1696600	 2034700	 2427000	 1823100	 2976400	 2058700	 3333200	 2224900	 2111500	 2655900	 1586400	 2163800	 2227700	 1961100	 2325800	 2234200	 2994400	 2406100	 1171300	 1839300	 2258400	 1912600	 1473400	 2010500	 2595300	 2985200	 1633300	 1740000	 1138700
4.1733	 1498800	 1446700	 1861700	 1758800	 1284500	 719020	 1527300	 1529100	 1800200	 1455400	 1732000	 1648600	 1669100	 1579500	 1168000	 1502000	 1583300	 1335200	 1931600	 904770	 896570	 602900	 1550600	 2034600	 2434200	 2668900	 1303200	 3092300	 1905600	 2041300	 1244600	 1358100	 1872700	 1764800	 1847100	 1685800	 1139500	 1786100	 1509000	 1858100	 2509900	 1916400	 1578600	 1812500	 1581000	 1787700	 1924200	 1686700	 2407900	 1920500	 2519600	 2389200	 1706300	 3074000	 2250100	 1921400	 1539500	 1448600	 1430600	 901100	 2443100	 1568400	 1978400	 2227600	 1668100	 2675300	 1542600	 1538300	 2309400	 2622500	 1767700	 1950900	 1657500	 2350300	 2094000	 1058300	 2318900	 1512800	 1688300	 1631000	 1621000	 1871300	 1756500	 1283100	 1367100	 1069600	 1939900	 2248300	 1662600	 1912600	 1968400	 1643000	 2379800	 1824800	 1307200	 1859500	 1576800	 2072300	 1158300	 1662900	 2187400	 2391900	 1743100	 1358700	 2327800	 1868700	 1760900	 2856400	 1804700	 2167700	 1801400	 1214000	 1468400	 1861600	 2087600	 1484900	 1436800	 1333500	 1448200	 1873200	 2103800	 1120500	 1219800	 1652600	 2220000	 1878400	 1250900	 2370800	 1516500	 1518100	 1480900	 1308000	 1608300	 1389700	 1539400	 1421400	 1959500	 1618200	 1628600	 1535800	 1482200	 1863000	 2306500	 919430	 2115700	 2726700	 2462100	 1602500	 1741200	 2099400	 1915900	 2390000	 1833400	 1581000	 1986800	 2222300	 2339900	 2382500	 1313400	 2041300	 1552200	 1966400	 1530900	 1763700	 1048700	 1460900	 2372500	 2533500	 1206300	 2580300	 1492100	 1276300	 2222800	 1780700	 1738900	 1782100	 2599000	 1918200	 1052400	 2006700	 1921100	 1514300	 2622900	 2806200	 2399500	 1227300	 2300000	 2140100	 1683300	 2032500	 2410400	 1814400	 2969400	 2062100	 3329000	 2221800	 2113800	 2658700	 1580200	 2149500	 2222800	 1950100	 2315200	 2223800	 2989000	 2395900	 1177400	 1835300	 2246200	 1908600	 1473900	 2006500	 2588300	 2983500	 1630500	 1741000	 1144700
4.1739	 1500000	 1450400	 1860100	 1749600	 1277300	 718200	 1526400	 1518200	 1803500	 1451100	 1725100	 1647100	 1669300	 1575300	 1166000	 1498400	 1581800	 1338200	 1929100	 897120	 886920	 598110	 1544800	 2033300	 2443700	 2671900	 1307600	 3094600	 1895300	 2040400	 1243200	 1343000	 1866000	 1774600	 1846100	 1684200	 1133200	 1779300	 1507500	 1849700	 2506200	 1915000	 1580300	 1811400	 1570400	 1784900	 1916700	 1695100	 2409600	 1914200	 2510600	 2387900	 1698900	 3058000	 2246800	 1912900	 1543900	 1445300	 1434100	 898920	 2444400	 1552800	 1970700	 2215500	 1663100	 2671500	 1541100	 1541000	 2304300	 2619600	 1759500	 1940800	 1650100	 2334000	 2085500	 1063600	 2317700	 1515200	 1681600	 1618300	 1628500	 1863900	 1746200	 1285100	 1369500	 1070400	 1936200	 2238000	 1661100	 1908000	 1966500	 1628600	 2363900	 1812800	 1309600	 1853600	 1580500	 2065600	 1155900	 1652300	 2177400	 2397100	 1733100	 1366100	 2321100	 1863500	 1765400	 2855900	 1804700	 2170800	 1800700	 1219400	 1463700	 1866800	 2090600	 1491500	 1441200	 1334000	 1437400	 1861100	 2096700	 1117500	 1215700	 1648600	 2220000	 1875400	 1252200	 2350500	 1510900	 1510600	 1472600	 1303500	 1594700	 1378800	 1539000	 1426500	 1952100	 1608900	 1622800	 1534200	 1476200	 1855200	 2300000	 920810	 2117000	 2716500	 2452700	 1601300	 1725100	 2091600	 1910100	 2393400	 1821300	 1581100	 1978900	 2225700	 2331900	 2375800	 1323800	 2042000	 1550900	 1961600	 1527200	 1763700	 1046600	 1452500	 2364700	 2525600	 1192000	 2570400	 1488600	 1272900	 2230600	 1772400	 1736800	 1775100	 2592200	 1907500	 1046100	 1998600	 1917800	 1509600	 2621900	 2791400	 2392700	 1230900	 2299000	 2130400	 1677300	 2032500	 2395000	 1811300	 2957800	 2057500	 3330500	 2218400	 2119700	 2658700	 1569400	 2141700	 2212200	 1935300	 2304100	 2210700	 2989700	 2388500	 1178000	 1832700	 2243900	 1905100	 1471400	 2002400	 2571500	 2979800	 1620300	 1738500	 1151600
4.1744	 1500300	 1453700	 1860800	 1741300	 1276400	 708310	 1516000	 1516100	 1801000	 1443700	 1712000	 1646400	 1664800	 1576700	 1168400	 1493500	 1584800	 1336500	 1922700	 890130	 873760	 602930	 1537100	 2029100	 2448600	 2668100	 1309100	 3097300	 1888600	 2039100	 1235500	 1327800	 1861300	 1782900	 1841000	 1678200	 1117000	 1776300	 1506800	 1849900	 2506100	 1909800	 1581700	 1805100	 1555100	 1785200	 1917100	 1698200	 2404100	 1909700	 2507000	 2385800	 1689800	 3049600	 2244600	 1906300	 1549200	 1442300	 1423700	 904550	 2443600	 1540100	 1963000	 2212500	 1658400	 2664200	 1542400	 1547500	 2305800	 2613600	 1749000	 1932000	 1642100	 2331100	 2068200	 1058600	 2310700	 1523600	 1672500	 1601600	 1636100	 1860300	 1737300	 1288300	 1369700	 1069900	 1930700	 2229200	 1651800	 1906800	 1965600	 1617500	 2350600	 1799000	 1311300	 1851400	 1584100	 2052700	 1157700	 1651800	 2172500	 2397400	 1729400	 1368100	 2316300	 1853400	 1763800	 2855800	 1807300	 2171600	 1798900	 1220700	 1456700	 1873900	 2095800	 1489600	 1436700	 1332500	 1420400	 1857700	 2087000	 1118800	 1205100	 1648900	 2214100	 1871600	 1266500	 2334200	 1507300	 1511300	 1462800	 1299300	 1578900	 1375900	 1531800	 1435500	 1937700	 1605000	 1614200	 1532100	 1469000	 1848000	 2287600	 921330	 2116900	 2708100	 2444900	 1600800	 1714600	 2078200	 1908100	 2386900	 1818900	 1581200	 1973800	 2225500	 2324500	 2364500	 1332500	 2048100	 1553700	 1958900	 1514300	 1761100	 1037900	 1445500	 2358800	 2514300	 1178100	 2560500	 1486100	 1266400	 2235600	 1763700	 1737400	 1771500	 2592800	 1903900	 1038900	 1994300	 1911400	 1503900	 2608100	 2778700	 2393400	 1225600	 2297400	 2120000	 1673600	 2030100	 2386400	 1810200	 2939400	 2050500	 3332900	 2221500	 2127600	 2650300	 1556600	 2131100	 2197000	 1925800	 2294300	 2197100	 2986100	 2383900	 1174300	 1822500	 2241800	 1897400	 1467200	 1995100	 2555100	 2969900	 1611000	 1738800	 1158600
4.1749	 1498800	 1457300	 1857200	 1741700	 1279000	 699640	 1503600	 1519700	 1790400	 1426300	 1706300	 1642200	 1659200	 1580900	 1165300	 1488200	 1581600	 1329500	 1919600	 890020	 865260	 608500	 1528000	 2020900	 2444500	 2657900	 1299100	 3091500	 1875300	 2038300	 1232300	 1318000	 1859500	 1782000	 1828900	 1666200	 1112400	 1773500	 1502400	 1852300	 2498400	 1902100	 1585300	 1803500	 1547200	 1786500	 1910500	 1686100	 2389600	 1909900	 2502100	 2382800	 1681000	 3047500	 2238800	 1900900	 1547500	 1441600	 1413700	 915290	 2436200	 1537200	 1959000	 2213600	 1651200	 2654000	 1542900	 1546000	 2302400	 2611000	 1744700	 1928600	 1640800	 2328800	 2053200	 1048700	 2304300	 1527100	 1659000	 1598400	 1637100	 1848700	 1728300	 1286900	 1370400	 1071100	 1926200	 2223000	 1637100	 1906300	 1957500	 1605700	 2353000	 1783900	 1315600	 1843800	 1582500	 2039700	 1160500	 1657100	 2168300	 2386300	 1727000	 1364100	 2316200	 1846100	 1758900	 2850200	 1809900	 2167100	 1796100	 1216500	 1451100	 1879800	 2093900	 1488400	 1428300	 1334300	 1410700	 1855500	 2077200	 1116700	 1203900	 1647100	 2203100	 1867200	 1279200	 2319700	 1502900	 1520200	 1460400	 1286600	 1571100	 1383200	 1514600	 1442100	 1926300	 1593600	 1605800	 1524900	 1455100	 1842900	 2280100	 929550	 2112300	 2701600	 2440400	 1603900	 1708800	 2068500	 1905700	 2385600	 1822800	 1579900	 1976900	 2221200	 2315700	 2357900	 1334200	 2051000	 1552800	 1955900	 1502100	 1763000	 1028000	 1433800	 2352900	 2498800	 1174800	 2545900	 1480500	 1266500	 2239600	 1750000	 1730100	 1767100	 2595900	 1901900	 1035100	 1995700	 1905600	 1502800	 2591600	 2767500	 2394600	 1218400	 2296400	 2105500	 1671800	 2026100	 2377100	 1807800	 2918100	 2046600	 3331800	 2225400	 2132700	 2639500	 1550500	 2117700	 2189000	 1924400	 2292600	 2187800	 2969000	 2381200	 1164400	 1815800	 2235700	 1889900	 1464800	 1981300	 2536300	 2954300	 1610400	 1729900	 1156900
4.1755	 1493900	 1454900	 1848600	 1745000	 1283100	 701050	 1497400	 1520400	 1779300	 1409800	 1699500	 1638000	 1651300	 1588000	 1153900	 1490200	 1576700	 1327000	 1929300	 894720	 866310	 609300	 1520500	 2012200	 2441200	 2657000	 1285300	 3082000	 1868200	 2036600	 1232300	 1314500	 1864100	 1765100	 1819400	 1657400	 1120000	 1768200	 1497900	 1857400	 2490900	 1898000	 1585400	 1800400	 1548100	 1787600	 1901700	 1667500	 2379800	 1914400	 2493500	 2370600	 1674100	 3036400	 2235700	 1894600	 1539300	 1440700	 1409500	 921950	 2428000	 1529900	 1950700	 2211300	 1643200	 2646300	 1535100	 1539900	 2290600	 2607900	 1739800	 1923500	 1645000	 2321100	 2035900	 1042600	 2304500	 1525400	 1653800	 1596800	 1632300	 1829200	 1724000	 1281900	 1372100	 1079400	 1917000	 2214500	 1624500	 1901800	 1949800	 1599200	 2365500	 1769400	 1316900	 1833600	 1577100	 2037300	 1156300	 1663900	 2166300	 2375100	 1727500	 1356400	 2315700	 1841600	 1749800	 2843300	 1811900	 2159800	 1794800	 1209700	 1448100	 1878600	 2088500	 1497500	 1422700	 1335600	 1405600	 1856300	 2069500	 1117800	 1208000	 1638700	 2192200	 1866400	 1278200	 2305900	 1502000	 1522400	 1460200	 1266700	 1561100	 1400000	 1495300	 1443600	 1926200	 1578500	 1597500	 1517700	 1444600	 1839200	 2284300	 935750	 2106600	 2692600	 2434600	 1601300	 1700900	 2068600	 1896600	 2384600	 1822500	 1574400	 1982400	 2219000	 2307000	 2354400	 1331900	 2046200	 1549800	 1948600	 1496200	 1762700	 1022500	 1425200	 2346700	 2485600	 1181900	 2528500	 1474000	 1265300	 2236400	 1740900	 1718400	 1768700	 2588900	 1890300	 1034000	 1994200	 1896100	 1508700	 2583400	 2757000	 2387800	 1223700	 2290000	 2091800	 1670800	 2021100	 2362700	 1798800	 2907900	 2036000	 3331200	 2226800	 2133800	 2629700	 1551800	 2110000	 2186600	 1921400	 2290900	 2185400	 2950300	 2376800	 1160900	 1812900	 2225400	 1890600	 1464700	 1966700	 2510800	 2938600	 1609200	 1714300	 1151500
4.1761	 1485800	 1451600	 1849900	 1748400	 1281200	 706900	 1492200	 1521400	 1772800	 1401700	 1691900	 1632200	 1645900	 1585100	 1143800	 1491100	 1568800	 1315500	 1943400	 901860	 865850	 598620	 1513600	 1999200	 2440300	 2654100	 1274900	 3069200	 1874100	 2032100	 1231800	 1315100	 1861400	 1743100	 1808300	 1653500	 1120100	 1758400	 1495800	 1862500	 2482300	 1890400	 1580300	 1800200	 1548700	 1786500	 1899300	 1656100	 2370300	 1916100	 2480300	 2359400	 1661000	 3030200	 2235900	 1893200	 1530800	 1436100	 1405200	 925020	 2417000	 1518900	 1945900	 2203600	 1638500	 2641100	 1523800	 1529700	 2279200	 2603900	 1731900	 1917700	 1643000	 2310600	 2023500	 1037900	 2304400	 1523100	 1650300	 1592400	 1627700	 1817300	 1725100	 1281100	 1366500	 1087300	 1899700	 2199700	 1612300	 1893500	 1952600	 1602300	 2365000	 1760100	 1309400	 1827500	 1566000	 2040000	 1145800	 1657600	 2159200	 2368800	 1723800	 1347900	 2310300	 1842800	 1733300	 2838000	 1816600	 2151300	 1787200	 1204900	 1443700	 1869000	 2086700	 1510300	 1421200	 1326000	 1403100	 1855100	 2053300	 1123000	 1206600	 1633800	 2181900	 1869000	 1271400	 2294700	 1506900	 1519000	 1460200	 1253400	 1555700	 1408900	 1488000	 1440500	 1925600	 1566400	 1591000	 1509900	 1439900	 1827400	 2292200	 931750	 2102600	 2693800	 2424700	 1593300	 1691500	 2056500	 1882600	 2382000	 1825000	 1565100	 1982100	 2209400	 2296200	 2348000	 1329400	 2038600	 1548800	 1943600	 1490400	 1750100	 1022400	 1420500	 2338100	 2473700	 1179800	 2516900	 1470700	 1255600	 2222400	 1735000	 1705700	 1772500	 2577700	 1876600	 1030500	 1982100	 1890000	 1506700	 2576900	 2755000	 2376400	 1232200	 2273700	 2082900	 1668000	 2019800	 2353200	 1792700	 2907500	 2025200	 3333200	 2227600	 2134100	 2624400	 1550100	 2108400	 2182800	 1917200	 2286300	 2188500	 2931600	 2373000	 1164700	 1805300	 2215000	 1893300	 1468700	 1954700	 2495000	 2924900	 1604700	 1702200	 1146000
4.1766	 1480700	 1454000	 1855500	 1746300	 1273600	 711640	 1485200	 1523400	 1768600	 1400800	 1682200	 1626400	 1647300	 1571800	 1138200	 1484600	 1567200	 1300400	 1952300	 905030	 855960	 585220	 1503900	 1988800	 2434300	 2640200	 1273700	 3064400	 1886300	 2025100	 1236700	 1316000	 1848600	 1735600	 1794900	 1651400	 1108700	 1747100	 1490700	 1866500	 2472600	 1876500	 1573900	 1794900	 1542500	 1780500	 1899400	 1648500	 2357700	 1908900	 2462200	 2351500	 1648800	 3022400	 2228500	 1894300	 1523400	 1431700	 1395800	 924820	 2399000	 1511700	 1947400	 2191000	 1628100	 2639300	 1516300	 1513300	 2274700	 2600700	 1727100	 1910500	 1629500	 2302300	 2025000	 1039100	 2297400	 1519100	 1647400	 1586200	 1623600	 1818200	 1724100	 1281500	 1355100	 1094100	 1889800	 2187300	 1603100	 1891100	 1950500	 1605700	 2350300	 1747000	 1300600	 1821700	 1557900	 2043200	 1128300	 1642700	 2142400	 2357800	 1717500	 1343800	 2300900	 1844100	 1724200	 2828900	 1822100	 2138100	 1772700	 1199200	 1436200	 1860700	 2078800	 1521100	 1416300	 1310600	 1398500	 1848400	 2031900	 1123000	 1207000	 1627400	 2170800	 1867100	 1266400	 2284400	 1509400	 1517600	 1457100	 1252000	 1554000	 1411500	 1486000	 1437600	 1915500	 1558200	 1584800	 1504400	 1435100	 1811900	 2290700	 919030	 2092400	 2698200	 2414200	 1583000	 1684000	 2033900	 1866600	 2369600	 1837700	 1554500	 1978300	 2189500	 2278500	 2342600	 1326700	 2028400	 1547200	 1937600	 1485900	 1737800	 1019800	 1415000	 2333500	 2472000	 1176500	 2512800	 1464900	 1250200	 2201400	 1729800	 1700600	 1771000	 2564100	 1872100	 1018300	 1970200	 1885400	 1496300	 2569700	 2756700	 2365100	 1236600	 2258700	 2075300	 1668700	 2018700	 2352600	 1789000	 2898700	 2017300	 3322300	 2216000	 2130800	 2615200	 1544700	 2107800	 2179500	 1913200	 2283900	 2187400	 2918400	 2366500	 1161000	 1803700	 2210300	 1881900	 1470100	 1944400	 2490400	 2916800	 1595700	 1698800	 1141200
